,Druid,Purl,Title,Source Id,Catkey,source_id
373,gs951pw4439,https://purl.stanford.edu/gs951pw4439,Sir George : a novel,sul:36105213333227,9588069,36105213333227
374,gt180jz7607,https://purl.stanford.edu/gt180jz7607,An education,sul:36105213331684,9558917,36105213331684
375,gt918hj3504,https://purl.stanford.edu/gt918hj3504,The mill on the Usk : a Welsh tale,sul:36105213328086,9426991,36105213328086
376,gw116dj5162,https://purl.stanford.edu/gw116dj5162,Romantic stories of the legal profession,sul:36105213321404,9276236,36105213321404
377,gw317kd9367,https://purl.stanford.edu/gw317kd9367,Young Mrs. Staples,sul:36105213335800,9619800,36105213335800
378,gw340xb7737,https://purl.stanford.edu/gw340xb7737,Lady Maud Preston : a tale of Furness Abbey,sul:36105213332617,9580060,36105213332617
379,gw742vy7081,https://purl.stanford.edu/gw742vy7081,The Shadow of a song,sul:36105213332930,9584719,36105213332930
380,gw930km2307,https://purl.stanford.edu/gw930km2307,"Under Salisbury spire, in the days of George Herbert : the recollections of Magdalene Wydville",sul:36105213330298,9515726,36105213330298
381,gx016pb2176,https://purl.stanford.edu/gx016pb2176,The secret of the Lamas : a tale of Thibet,sul:36105213331015,9523731,36105213331015
382,gx877ms9638,https://purl.stanford.edu/gx877ms9638,A professor of alchemy : Denis Zachaire,sul:36105213320786,9268324,36105213320786
383,gy049jm3726,https://purl.stanford.edu/gy049jm3726,Hillesden on the moors : a romance of the West Riding,sul:36105213326338,9381380,36105213326338
384,gy257fc3547,https://purl.stanford.edu/gy257fc3547,"""Margery Daw""",sul:36105213323947,9344017,36105213323947
385,gy321gs0618,https://purl.stanford.edu/gy321gs0618,Philip Neville of Garriton : a Yorkshire tale,sul:36105213326775,9387428,36105213326775
386,gy419vv6999,https://purl.stanford.edu/gy419vv6999,The touch of a vanished hand : a tale,sul:36105213331312,9531779,36105213331312
387,gy763hf3406,https://purl.stanford.edu/gy763hf3406,Mr. Montmorency's money,sul:36105213325819,9374923,36105213325819
388,gz074hs7424,https://purl.stanford.edu/gz074hs7424,The coastguard's secret,sul:36105213333284,9589021,36105213333284
389,gz077fq7123,https://purl.stanford.edu/gz077fq7123,Beggars all : a novel,sul:36105213327096,9389277,36105213327096
390,gz110jt4401,https://purl.stanford.edu/gz110jt4401,"Farquhar Frankheart, or, Incidents in the introduction of Methodism into Yorkshire : a tale",sul:36105213326668,9379329,36105213326668
391,gz193dd2030,https://purl.stanford.edu/gz193dd2030,John Drummond Fraser : a story of Jesuit intrigue in the Church of England,sul:36105213328995,9446934,36105213328995
392,gz251sz1136,https://purl.stanford.edu/gz251sz1136,Behind a mask,sul:36105213327112,9389309,36105213327112
393,gz420yg7896,https://purl.stanford.edu/gz420yg7896,"The effort, or, Fanny Herbert",sul:36105213323764,9342576,36105213323764
394,gz521yf3640,https://purl.stanford.edu/gz521yf3640,The sport of circumstances,sul:36105213331270,9531527,36105213331270
395,gz800np9239,https://purl.stanford.edu/gz800np9239,The foster-brothers of Doon : a tale of the Irish rebellion of 1798,sul:36105213328391,9437903,36105213328391
396,hb008mn2736,https://purl.stanford.edu/hb008mn2736,Blues and buffs : a contested election and its results,sul:36105213334894,9609358,36105213334894
397,hb479dz2630,https://purl.stanford.edu/hb479dz2630,A corner of the west,sul:36105213321446,9276370,36105213321446
398,hb607yr7800,https://purl.stanford.edu/hb607yr7800,"Eldmuir : an art-story of Scottish home-life, scenery, and incident",sul:36105213327922,9426168,36105213327922
399,hb835xd9213,https://purl.stanford.edu/hb835xd9213,Theories : studies from a modern woman,sul:36105213331163,3459248,36105213331163
400,hb897kn4966,https://purl.stanford.edu/hb897kn4966,Wilfred Waide : barrister and novelist,sul:36105213328904,9446434,36105213328904
401,hc472md8122,https://purl.stanford.edu/hc472md8122,An isle in the water,sul:36105213321594,9317148,36105213321594
402,hc635rx2998,https://purl.stanford.edu/hc635rx2998,Selvaggio : a tale of Italian country life,sul:36105213329993,9505267,36105213329993
403,hc782wy1781,https://purl.stanford.edu/hc782wy1781,"Haverholme, or, The apotheosis of Jingo : a satire",sul:36105213336543,9628196,36105213336543
404,hd023nr4657,https://purl.stanford.edu/hd023nr4657,The rebel chief : a romance of New Zealand,sul:36105213325017,9369563,36105213325017
405,hd401tx8665,https://purl.stanford.edu/hd401tx8665,Where billows break,sul:36105213326999,9388860,36105213326999
406,hd554nz7782,https://purl.stanford.edu/hd554nz7782,Three Friends : a story of Rugby in the forties,sul:36105213322873,9333852,36105213322873
407,hd666tp7289,https://purl.stanford.edu/hd666tp7289,Percy's wife : a story,sul:36105213333524,9590117,36105213333524
408,hf137wy0018,https://purl.stanford.edu/hf137wy0018,Dr. Harold's note-book,sul:36105213326262,9381091,36105213326262
409,hf231dh1637,https://purl.stanford.edu/hf231dh1637,The wife's evidence : a novel,sul:36105213337251,9635409,36105213337251
410,hf257xn1986,https://purl.stanford.edu/hf257xn1986,"The maiden & married life of Mary Powell, afterwards Mistress Milton",sul:36105213329852,9499562,36105213329852
411,hf466tm4119,https://purl.stanford.edu/hf466tm4119,The Carewes : a tale of the civil wars,sul:36105213321958,9320731,36105213321958
412,hf812bj4998,https://purl.stanford.edu/hf812bj4998,England's yeomen : from life in the nineteenth century,sul:36105213331783,9560720,36105213331783
413,hg369kt0545,https://purl.stanford.edu/hg369kt0545,Toil and trial : a story of London life : to which are added The iron rule and A story of the West End,sul:36105213329563,9498467,36105213329563
414,hg490nt1283,https://purl.stanford.edu/hg490nt1283,Uncle Ralph : a tale,sul:36105213329209,9452778,36105213329209
415,hg506jy1598,https://purl.stanford.edu/hg506jy1598,The second youth of Theodora Desanges,sul:36105213330686,9519443,36105213330686
416,hg614js0655,https://purl.stanford.edu/hg614js0655,"Mariamne, the last of the Asmonean princesses : a historical novel of Palestine",sul:36105213326437,9382379,36105213326437
417,hg662cn7614,https://purl.stanford.edu/hg662cn7614,"Clarenswold, or, Tales of the North",sul:36105213334464,9606495,36105213334464
418,hg734tv3883,https://purl.stanford.edu/hg734tv3883,"Brief romances from Bristol history : with a few other papers from the same pen ; being cuttings from the columns of the ""Bristol Times,"" ""Felix Farley's Bristol Journal,"" and the ""Bristol Times and Mirror,"" during a series of years extending from 1839 to 1883",sul:36105213336766,9629390,36105213336766
419,hg868mz4606,https://purl.stanford.edu/hg868mz4606,Molly and her man of war : the more or less veracious version of an adventure,sul:36105213324606,9350441,36105213324606
420,hg888kp1669,https://purl.stanford.edu/hg888kp1669,A tangled web,sul:36105213326379,9382214,36105213326379
421,hh278yz4852,https://purl.stanford.edu/hh278yz4852,"Waifs of fair Edina, or, The mystery of St Leonards",sul:36105213320497,9266191,36105213320497
422,hj146hm9074,https://purl.stanford.edu/hj146hm9074,Life at a northern university,sul:36105213324531,9350136,36105213324531
423,hj589pg1419,https://purl.stanford.edu/hj589pg1419,Hall and cottage,sul:36105213328342,9436677,36105213328342
424,hj722jx5229,https://purl.stanford.edu/hj722jx5229,Ashes : a tale of two spheres,sul:36105213324952,9369439,36105213324952
425,hj988sd0411,https://purl.stanford.edu/hj988sd0411,Your cousin's ghost,sul:36105213337202,9632347,36105213337202
426,hk334np6232,https://purl.stanford.edu/hk334np6232,Gertrude Mannering : a tale of sacrifice,sul:36105213325058,9369650,36105213325058
427,hk410jj3917,https://purl.stanford.edu/hk410jj3917,My first prisoner,sul:36105213327823,9425339,36105213327823
428,hk648yk6500,https://purl.stanford.edu/hk648yk6500,The duchess of Trajetto,sul:36105213329761,9499263,36105213329761
429,hk801yd0699,https://purl.stanford.edu/hk801yd0699,The Dudleys,sul:36105213327054,9389119,36105213327054
430,hm425sg2657,https://purl.stanford.edu/hm425sg2657,The Rev. Alfred Hoblush and his curacies : a memoir,sul:36105213321222,9274554,36105213321222
431,hm487rv0063,https://purl.stanford.edu/hm487rv0063,The Midnight journey and other tales,sul:36105213323186,9335831,36105213323186
432,hm858ft0475,https://purl.stanford.edu/hm858ft0475,"Ida Hall, or, A mystery of the Suez Canal",sul:36105213333326,9589404,36105213333326
433,hm949pq0429,https://purl.stanford.edu/hm949pq0429,"The convent : a narrative, founded on fact",sul:36105213324341,9347450,36105213324341
434,hn073bn0838,https://purl.stanford.edu/hn073bn0838,The humorous story of Farmer Bumpkin's lawsuit,sul:36105213332971,9585016,36105213332971
435,hn656mk2129,https://purl.stanford.edu/hn656mk2129,The duchess lass,sul:36105213330405,9516368,36105213330405
436,hn678xd3904,https://purl.stanford.edu/hn678xd3904,The Curse of Intellect,sul:36105213329225,9452932,36105213329225
437,hn901vb0670,https://purl.stanford.edu/hn901vb0670,"Dearforgil, the Princess of Brefney : a historical romance of 1152-72",sul:36105213326312,9381349,36105213326312
438,hn971cz2015,https://purl.stanford.edu/hn971cz2015,"The revellers : The midnight sea : and, The wanderer : three allegories",sul:36105213320174,9263895,36105213320174
439,hn993bg1902,https://purl.stanford.edu/hn993bg1902,"Ida, or, The last struggles of the Welsh for independence",sul:36105213335826,9619819,36105213335826
440,hp086dh7514,https://purl.stanford.edu/hp086dh7514,Margaret Plantagenet : a novel,sul:36105213324580,9350401,36105213324580
441,hp412hj6607,https://purl.stanford.edu/hp412hj6607,"The Farleyes of Farleye, or, Faithful and true : a tale in three books",sul:36105213325488,9372223,36105213325488
442,hp473vv6831,https://purl.stanford.edu/hp473vv6831,The Rome Express,sul:36105213320612,9267351,36105213320612
443,hp708zw5396,https://purl.stanford.edu/hp708zw5396,Sir Jaffray's wife,sul:36105213330066,9505560,36105213330066
444,hp926pj9081,https://purl.stanford.edu/hp926pj9081,"With rank and file, or, Sidelights on soldier life",sul:36105213323343,9336429,36105213323343
445,hq180bf4973,https://purl.stanford.edu/hq180bf4973,When we were boys : a novel,sul:36105213322154,9323508,36105213322154
446,hq194cp2606,https://purl.stanford.edu/hq194cp2606,The Silver Greyhound,sul:36105213333110,9585265,36105213333110
447,hq443fn5759,https://purl.stanford.edu/hq443fn5759,Lights on the way : some tales within a tale,sul:36105213323996,9344169,36105213323996
448,hq472sd7220,https://purl.stanford.edu/hq472sd7220,The windmill and its secrets : a Dove Dale romance,sul:36105213333177,9587886,36105213333177
449,hq993wc1142,https://purl.stanford.edu/hq993wc1142,"Woodleigh, or, Life and death",sul:36105213321560,9315280,36105213321560
450,hr065py0754,https://purl.stanford.edu/hr065py0754,Tuxter's little maid,sul:36105213322790,9331796,36105213322790
451,hr332hr4820,https://purl.stanford.edu/hr332hr4820,The Arab's pledge : a tale of Marocco in 1830,sul:36105213334910,9609458,36105213334910
452,hr384jh1373,https://purl.stanford.edu/hr384jh1373,"Lindenblumen, and other stories",sul:36105213320596,9267238,36105213320596
453,hs071tx6122,https://purl.stanford.edu/hs071tx6122,Evanthéa : a romance of Smyrna,sul:36105213322980,9334922,36105213322980
454,hs137mg7219,https://purl.stanford.edu/hs137mg7219,"The Markhams of Ollerton : a tale of the Civil War, 1642-1647",sul:36105213322055,9321521,36105213322055
455,hs889hj6969,https://purl.stanford.edu/hs889hj6969,"John Pearce, the colporteur, or, What shall we read?",sul:36105213323087,9335175,36105213323087
456,ht602zd1661,https://purl.stanford.edu/ht602zd1661,The queen's desire : a romance of the Indian mutiny,sul:36105213325009,9369554,36105213325009
457,ht678ww4349,https://purl.stanford.edu/ht678ww4349,Mere sentiment,sul:36105213321107,9274093,36105213321107
458,ht893dd7309,https://purl.stanford.edu/ht893dd7309,"Mildred Norman, the Nazarene",sul:36105213323194,9335842,36105213323194
459,hv498wr3970,https://purl.stanford.edu/hv498wr3970,The captain of the parish,sul:36105213325694,9374375,36105213325694
460,hv560vk0832,https://purl.stanford.edu/hv560vk0832,Queen Philippa's golden booke,sul:36105213329985,9505248,36105213329985
461,hv796fz5226,https://purl.stanford.edu/hv796fz5226,Will Hewling : a tale of Weymouth in the olden time,sul:36105213320646,9267464,36105213320646
462,hx302pv3386,https://purl.stanford.edu/hx302pv3386,A Buckinghamshire Story of 1663,sul:36105213320836,9269003,36105213320836
463,hx503tf7295,https://purl.stanford.edu/hx503tf7295,"Scenes from real life, or, Literary recreations",sul:36105213325975,9376001,36105213325975
464,hx646pq4853,https://purl.stanford.edu/hx646pq4853,Allanson's little woman : a novel,sul:36105213327559,9411303,36105213327559
465,hx803zs8032,https://purl.stanford.edu/hx803zs8032,"The old-church clock : [a tale founded on the life of Robert Walker, curate of Seathwaite, with a memoir of the same]",sul:36105213335610,9618061,36105213335610
466,hx823zq1767,https://purl.stanford.edu/hx823zq1767,The vicar of Ellismond : a novel,sul:36105213321008,9273225,36105213321008
467,hx929pw0160,https://purl.stanford.edu/hx929pw0160,The girl in white and other stories,sul:36105213327005,9388867,36105213327005
468,hy031vm9636,https://purl.stanford.edu/hy031vm9636,A sister's story,sul:36105213334241,9605375,36105213334241
469,hy082nc8398,https://purl.stanford.edu/hy082nc8398,Waiting for the spring,sul:36105213328151,9427145,36105213328151
470,hy242vv8790,https://purl.stanford.edu/hy242vv8790,Nellie of Truro : a tale from life,sul:36105213326726,9386157,36105213326726
471,hy284sb6445,https://purl.stanford.edu/hy284sb6445,Camilla de Solys,sul:36105213333425,9589759,36105213333425
472,hy970ds5331,https://purl.stanford.edu/hy970ds5331,Unfortunate Tommy : a story caused by an accident (?),sul:36105213334647,9608317,36105213334647
473,hz266yk8376,https://purl.stanford.edu/hz266yk8376,St. Aldin's Abbey : a story,sul:36105213331106,9524528,36105213331106
474,hz458gz4142,https://purl.stanford.edu/hz458gz4142,The old oak house : a tale of the seventeenth century,sul:36105213333565,9590212,36105213333565
475,hz545gy0771,https://purl.stanford.edu/hz545gy0771,Mount Carmel : a story of modern English life,sul:36105213326189,9380036,36105213326189
476,hz869wp4641,https://purl.stanford.edu/hz869wp4641,Tavistock tales,sul:36105213335586,9617994,36105213335586
477,jb262ym6309,https://purl.stanford.edu/jb262ym6309,"Thwarted, or, Ducks' eggs in a hen's nest : a story",sul:36105213320042,9262980,36105213320042
478,jb396cb6191,https://purl.stanford.edu/jb396cb6191,"Richard Galbraith, mariner, or, Life among the Kafirs",sul:36105213325595,9373198,36105213325595
479,jb608vy3897,https://purl.stanford.edu/jb608vy3897,The Adventures of the Adventurers' Club : a shocker in six shocks : by five men and a woman,sul:36105213323624,9339400,36105213323624
480,jb616vm0197,https://purl.stanford.edu/jb616vm0197,"Margaret, or, The pearl",sul:36105213336006,9621812,36105213336006
481,jb686bs4979,https://purl.stanford.edu/jb686bs4979,The fossicker : a romance of Mashonaland,sul:36105213322014,9321461,36105213322014
482,jc054yk0298,https://purl.stanford.edu/jc054yk0298,Elspeth and her neighbours : pictures of church life and character beyond the Dee and the Spey,sul:36105213325207,9370378,36105213325207
483,jc185xh8140,https://purl.stanford.edu/jc185xh8140,For her sake : a tale of life in Ireland,sul:36105213320810,9268922,36105213320810
484,jc463hk7591,https://purl.stanford.edu/jc463hk7591,Sybil West : a Lancashire story,sul:36105213327708,9423036,36105213327708
485,jc571rf6397,https://purl.stanford.edu/jc571rf6397,The rise of the Australian wool kings : a romance of Port Phillip,sul:36105213334977,9609689,36105213334977
486,jc638cb2105,https://purl.stanford.edu/jc638cb2105,Pantalas and what they did with him,sul:36105213336576,9628218,36105213336576
487,jc769wk9726,https://purl.stanford.edu/jc769wk9726,A question of degree,sul:36105213321388,9276226,36105213321388
488,jc829xp7246,https://purl.stanford.edu/jc829xp7246,Arthur Vaughan,sul:36105213337434,9636606,36105213337434
489,jc849vs4047,https://purl.stanford.edu/jc849vs4047,Ranch-land : a romance of adventure and adventurers,sul:36105213321974,9321125,36105213321974
490,jc976mz9151,https://purl.stanford.edu/jc976mz9151,"Panthea, the spirit of nature",sul:36105213336303,9626140,36105213336303
491,jd243gn3834,https://purl.stanford.edu/jd243gn3834,"Netley Hall, or, The wife's sister",sul:36105213336915,9631070,36105213336915
492,jd335pc2382,https://purl.stanford.edu/jd335pc2382,"Amaryllis sarniensis, or, The Guernsey lily",sul:36105213331676,9558903,36105213331676
493,jd617cv4243,https://purl.stanford.edu/jd617cv4243,The sin-eater and other tales,sul:36105213324549,9350163,36105213324549
494,jd729tb5508,https://purl.stanford.edu/jd729tb5508,The provocations of Madame Palissy,sul:36105213329977,9504640,36105213329977
495,jd779dk9112,https://purl.stanford.edu/jd779dk9112,"Shadowland in Ellan Vannin, or, Folk tales of the Isle of Man",sul:36105213330637,9519221,36105213330637
496,jd849rd4494,https://purl.stanford.edu/jd849rd4494,A yellow aster,sul:36105213334365,9605728,36105213334365
497,jf013kd4913,https://purl.stanford.edu/jf013kd4913,The crucifixion of Phillip Strong,sul:36105213332666,9580151,36105213332666
498,jf771pc4541,https://purl.stanford.edu/jf771pc4541,Looking for the dawn : a tale of the West Riding,36105213322832:,9331928,36105213322832:
499,jf864zc8921,https://purl.stanford.edu/jf864zc8921,The warp and woof of Cornish life and character : collated from the Mining Post and Cornishman,sul:36105213328896,9446411,36105213328896
500,jg072yr3056,https://purl.stanford.edu/jg072yr3056,The legend of the lady's elbow,sul:36105213335636,9618852,36105213335636
501,jg289cb6074,https://purl.stanford.edu/jg289cb6074,"Villa Verocchio, or, The youth of Leonardo da Vinci : a tale",sul:36105213324366,9347490,36105213324366
502,jg627bn8200,https://purl.stanford.edu/jg627bn8200,The Pit Town coronet : a family mystery,sul:36105213326551,9383266,36105213326551
503,jg671qj9199,https://purl.stanford.edu/jg671qj9199,"Douglas, or, The field of Otterburn : a historical romance",sul:36105213324317,9347372,36105213324317
504,jg994gt7703,https://purl.stanford.edu/jg994gt7703,The exiles of Italy,sul:36105213332856,9583814,36105213332856
505,jh241nh1527,https://purl.stanford.edu/jh241nh1527,Without respect of persons,sul:36105213322584,9331059,36105213322584
506,jh424dm3331,https://purl.stanford.edu/jh424dm3331,"By-and-by, a thrilling tale : deeply interesting to every Britisher who loveth Britain",sul:36105213334092,9603191,36105213334092
507,jh586kq5052,https://purl.stanford.edu/jh586kq5052,Dalmina : a tale of Devon : with two illustrations,sul:36105213324721,9351317,36105213324721
508,jj741wq6452,https://purl.stanford.edu/jj741wq6452,Concerning Charles Roydant,sul:36105213336881,9630899,36105213336881
509,jj812vn2197,https://purl.stanford.edu/jj812vn2197,Joan of the Sword Hand,sul:36105213329548,9455331,36105213329548
510,jj940yq6947,https://purl.stanford.edu/jj940yq6947,A lost endeavour,sul:36105213333862,9598658,36105213333862
511,jj971zk8342,https://purl.stanford.edu/jj971zk8342,An episode at Schmeks : a novel,sul:36105213323798,9342749,36105213323798
512,jk107js8760,https://purl.stanford.edu/jk107js8760,"The bank parlour, or, Experiences in the life of a late banker",sul:36105213333722,9598268,36105213333722
513,jk282jb0348,https://purl.stanford.edu/jk282jb0348,Philip Neville of Garriton : a Yorkshire tale,36105213332898:,9387428,36105213332898:
514,jk570cj4421,https://purl.stanford.edu/jk570cj4421,The earl's Cedars : a romance,sul:36105213334407,9606350,36105213334407
515,jk941kz7414,https://purl.stanford.edu/jk941kz7414,From hay-time to hopping,sul:36105213329332,9453740,36105213329332
516,jk952dc7348,https://purl.stanford.edu/jk952dc7348,Singularly deluded,sul:36105213321818,9320301,36105213321818
517,jm424vj9097,https://purl.stanford.edu/jm424vj9097,Ione March,sul:36105213329530,9455323,36105213329530
518,jn059vm1473,https://purl.stanford.edu/jn059vm1473,"The warden of Berkingholt, or, Rich and poor",sul:36105213335537,9617124,36105213335537
519,jn554hk2363,https://purl.stanford.edu/jn554hk2363,"Mustard leaves, or, A glimpse of London society",sul:36105213331379,9532139,36105213331379
520,jn860xr5917,https://purl.stanford.edu/jn860xr5917,Olympia's journal,sul:36105213326122,2204957,36105213326122
521,jp272yy9037,https://purl.stanford.edu/jp272yy9037,"Brinkburn Priory, or, Modern proselytisers",sul:36105213333805,9598556,36105213333805
522,jp426yb5438,https://purl.stanford.edu/jp426yb5438,The provocations of Madame Palissy,sul:36105213329969,9504635,36105213329969
523,jp521qd6167,https://purl.stanford.edu/jp521qd6167,Bye-path meadow,sul:36105213326056,9377342,36105213326056
524,jp612tj2022,https://purl.stanford.edu/jp612tj2022,Without a friend in the world,sul:36105213329191,9452761,36105213329191
525,jp678bd7594,https://purl.stanford.edu/jp678bd7594,Hugh Talbot : a tale of the Irish confiscations of the seventeenth century,sul:36105213321016,9273253,36105213321016
526,jq092tc3227,https://purl.stanford.edu/jq092tc3227,The tyrants of Kool-Sim,sul:36105213332088,4449742,36105213332088
527,jq269cd1725,https://purl.stanford.edu/jq269cd1725,Helen and Olga : a Russian tale,sul:36105213334878,9609334,36105213334878
528,jq571wv1664,https://purl.stanford.edu/jq571wv1664,"Evangeline, or, The lost son : a romance of real life",sul:36105213332351,9564252,36105213332351
529,jq621bv3069,https://purl.stanford.edu/jq621bv3069,Witton's-Main : and other stories,sul:36105213335982,9621765,36105213335982
530,jq649td8396,https://purl.stanford.edu/jq649td8396,"Desborough Hold, or, The secret chamber",sul:36105213334506,9606584,36105213334506
531,jq760mm4726,https://purl.stanford.edu/jq760mm4726,On the banks of the Seine,sul:36105213334753,9609077,36105213334753
532,jr137vy7651,https://purl.stanford.edu/jr137vy7651,In the Yellow Sea : a tale of the Japanese war,sul:36105213327492,9409191,36105213327492
533,jr275gw3172,https://purl.stanford.edu/jr275gw3172,"Will Watch : a tale of the coast : the narrative founded on fact, and characters drawn from life",sul:36105213322576,9330439,36105213322576
534,jr418dg3417,https://purl.stanford.edu/jr418dg3417,Seven stories,sul:36105213322006,9321142,36105213322006
535,jr621wv1227,https://purl.stanford.edu/jr621wv1227,The doctor : a study from life,sul:36105213325181,9370316,36105213325181
536,jr847qx6833,https://purl.stanford.edu/jr847qx6833,"Edward Somers : a domestic story ; And, A legend of the coast",sul:36105213320935,9272822,36105213320935
537,js253zc1660,https://purl.stanford.edu/js253zc1660,Winterton,sul:36105213321750,9318256,36105213321750
538,js297ds1741,https://purl.stanford.edu/js297ds1741,Owen Tanat : a story of Welsh life,sul:36105213332104,9374526,36105213332104
539,js695dk5414,https://purl.stanford.edu/js695dk5414,Father and son,sul:36105213335677,9618967,36105213335677
540,js741nx7998,https://purl.stanford.edu/js741nx7998,Tom Buxton's aim,sul:36105213321461,9315052,36105213321461
541,js865jt5566,https://purl.stanford.edu/js865jt5566,Snap : a legend of the lone mountain,sul:36105213325587,9373111,36105213325587
542,js905fv2891,https://purl.stanford.edu/js905fv2891,No proof : a detective story,sul:36105213330900,9522865,36105213330900
543,jt235zj5180,https://purl.stanford.edu/jt235zj5180,6000 tons of gold,sul:36105213327633,9413463,36105213327633
544,jt245sd4468,https://purl.stanford.edu/jt245sd4468,The trial of Parson Finch : a novel,sul:36105213324267,9346826,36105213324267
545,jt434wq8368,https://purl.stanford.edu/jt434wq8368,"St. Antholin's, or, Old churches and new : a tale for the times",sul:36105213335503,9617117,36105213335503
546,jt743pf1339,https://purl.stanford.edu/jt743pf1339,Aulnay tower,sul:36105213336121,9622871,36105213336121
547,jt776dg7941,https://purl.stanford.edu/jt776dg7941,Melusina : a new Arabian night's entertainment,sul:36105213335685,9618989,36105213335685
548,jt893zm2304,https://purl.stanford.edu/jt893zm2304,The paradise of the north,sul:36105213336642,9628958,36105213336642
549,jv067pm8161,https://purl.stanford.edu/jv067pm8161,The confounding of Camelia,sul:36105213332575,9579946,36105213332575
550,jv379hz9858,https://purl.stanford.edu/jv379hz9858,Three midsummer days,sul:36105213322667,9331352,36105213322667
551,jv388sg2020,https://purl.stanford.edu/jv388sg2020,Rosine,sul:36105213337087,9631767,36105213337087
552,jv529sb8320,https://purl.stanford.edu/jv529sb8320,"A slender clue, or, The mystery of Mardi-Graz : a detective story",sul:36105213330918,9522869,36105213330918
553,jv776tx1888,https://purl.stanford.edu/jv776tx1888,Tangled weft : two stories,sul:36105213333979,9599324,36105213333979
554,jw347xt0824,https://purl.stanford.edu/jw347xt0824,It's all for the best : a Cornish tale,sul:36105213336386,9626908,36105213336386
555,jw613yh0478,https://purl.stanford.edu/jw613yh0478,The little Alpine fox dog : a love story : a few pages from its early life,sul:36105213331965,9561306,36105213331965
556,jw920jz8858,https://purl.stanford.edu/jw920jz8858,"Brakespeare, or, The fortunes of a free lance",sul:36105213326353,9382075,36105213326353
557,jx367nd7775,https://purl.stanford.edu/jx367nd7775,"The Naggletons : from ""Punch""",sul:36105213322659,9331332,36105213322659
558,jx427mt6119,https://purl.stanford.edu/jx427mt6119,"The Irish dove, or, Faults on both sides : a tale",sul:36105213328953,9446784,36105213328953
559,jx622fq0566,https://purl.stanford.edu/jx622fq0566,Down by the western sea,sul:36105213322220,3457611,36105213322220
560,jx659bb3029,https://purl.stanford.edu/jx659bb3029,A queen of roses,sul:36105213327450,9409126,36105213327450
561,jx845zj0839,https://purl.stanford.edu/jx845zj0839,The apostle of the Alps : a tale,sul:36105213325256,9370866,36105213325256
562,jy018fx2522,https://purl.stanford.edu/jy018fx2522,The soul of Countess Adrian : a romance,sul:36105213326098,9379088,36105213326098
563,jy380sf5992,https://purl.stanford.edu/jy380sf5992,Purity Unwin : the story of a friendship,sul:36105213328466,9438034,36105213328466
564,jy575zg7240,https://purl.stanford.edu/jy575zg7240,The last of the Haddons : a novel,sul:36105213326411,9382364,36105213326411
565,jy770pb9625,https://purl.stanford.edu/jy770pb9625,Ballyronan,sul:36105213324028,9344322,36105213324028
566,jy776bc4452,https://purl.stanford.edu/jy776bc4452,The story of Aline,sul:36105213332138,9562529,36105213332138
567,jz035mt0002,https://purl.stanford.edu/jz035mt0002,"Beardwell, and other tales",sul:36105213329639,9498811,36105213329639
568,jz110yj5815,https://purl.stanford.edu/jz110yj5815,Peden the prophet : a tale of the covenanters founded on fact,sul:36105213322683,9331428,36105213322683
569,jz328dc1578,https://purl.stanford.edu/jz328dc1578,"The adventures of Diletto, a little exiled prince : a fairy tale",sul:36105213334589,9608194,36105213334589
570,jz388xx3985,https://purl.stanford.edu/jz388xx3985,Stepping heavenward : a tale of home life,sul:36105213326080,9379050,36105213326080
571,jz484mh9860,https://purl.stanford.edu/jz484mh9860,"Some account of the life of the late Gilbert Earle, esq",sul:36105213332369,9564329,36105213332369
572,jz493tk7606,https://purl.stanford.edu/jz493tk7606,A recoiling vengeance,sul:36105213334175,9603467,36105213334175
573,jz547xc4690,https://purl.stanford.edu/jz547xc4690,Herbert Severance : a novel,sul:36105213332682,9580178,36105213332682
574,jz618pm6506,https://purl.stanford.edu/jz618pm6506,The life of a foxhound,sul:36105213320141,9263356,36105213320141
575,jz977mj0617,https://purl.stanford.edu/jz977mj0617,"The Hall of Ellersley, or, The Sister of Charity",sul:36105213325314,9371058,36105213325314
576,kb273nq9398,https://purl.stanford.edu/kb273nq9398,The lust of hate,sul:36105213333870,9598661,36105213333870
577,kb386wg8579,https://purl.stanford.edu/kb386wg8579,"Ellen of Ayr, or, The soldier's wife",sul:36105213324846,9366230,36105213324846
578,kb742ms8236,https://purl.stanford.edu/kb742ms8236,Dr. Phillips : a Maida Vale idyll,sul:36105213320992,9273135,36105213320992
579,kb989qx9651,https://purl.stanford.edu/kb989qx9651,Derry : a tale of the revolution,sul:36105213328052,9426962,36105213328052
580,kb999zx7358,https://purl.stanford.edu/kb999zx7358,Sibyl Falcon : a study in romantic morals,sul:36105213336584,9628563,36105213336584
581,kc215vv3507,https://purl.stanford.edu/kc215vv3507,"John Woodburn, Royal Navy",sul:36105213331718,9559023,36105213331718
582,kd186px3529,https://purl.stanford.edu/kd186px3529,"Adam and Eve's courtship, or, How to write a novel",sul:36105213325918,9375224,36105213325918
583,kd218sq4840,https://purl.stanford.edu/kd218sq4840,Life in a French chateau,sul:36105213336774,9630145,36105213336774
584,kd267mc8556,https://purl.stanford.edu/kd267mc8556,Hathersage : a tale of North Derbyshire,sul:36105213320430,9266071,36105213320430
585,kd343dh4196,https://purl.stanford.edu/kd343dh4196,"""Bones and I"", or, The skeleton at home",sul:36105213337061,9631747,36105213337061
